Title,China Runtime,Converted,China Release Date,Budget,Genres,Original Language,Production Company,Global Release Date,Revenue,Global Runtime,Difference
A History of Violence,01:27:59,87,,32000000,Drama ;Thriller ;Crime ;,en,New Line Cinema ;DC Comics ;BenderSpink ;,09/23/05,60740827,96,-9
Chasing Ghosts,01:53:48,113,,0,Crime ; Drama ; Mystery,en,,09/30/05,0,119,-6
The Weather Man,01:36:45,96,,20000000,Comedy ;Drama ;,en,Paramount Pictures ;Escape Artists ;Kumar Mobiliengesellschaft mbH  ;Co ;Projekt Nr ;KG ;,10/20/05,12482775,101,-5
The Work and the Glory II: American Zion,01:39:47,99,,6500000,Drama ;,en,,10/21/05,2025032,100,-1
Nanny McPhee,01:38:35,98,,25000000,Fantasy ;Comedy ;Family ;,en,Universal Pictures ;Three Strange Angels ;Studio Canal ;Metro ;Goldwyn ;Mayer  ;MGM ;Working Title Films ;Nanny McPhee Productions ;,10/21/05,122489822,97,1
The Legend of Zorro,02:09:03,129,10/28/05,75000000,Action ;Adventure ;,en,Amblin Entertainment ;Columbia Pictures Corporation ;,10/24/05,142400065,129,0
A Knight's Tale,02:12:09,132,,65000000,Adventure ;Drama ;Romance ;Action ;,en,Columbia Pictures Corporation ;Escape Artists ;Black and Blu Entertainment ;Finestkind ;,11/01/05,117487473,132,0
Poseidon,01:25:55,85,,160000000,Adventure ;Drama ;Thriller ;Action ;,en,Virtual Studios; Next Entertainment; Warner Bros.; Irwin Allen Productions; Radiant Productions; Synthesis Entertainment,12/6/05,181674817,99,-14
Poseidon,01:38:14,98,6/2/06,160000000,Adventure ;Action ;Drama ;Thriller ;,en,Virtual Studios ;Next Entertainment ;Warner Bros ;Irwin Allen Productions ;Radiant Productions ;Synthesis Entertainment ;,12/06/05,181674817,99,-1
Keeping Up with the Steins,01:29:57,89,,0,Comedy ;,en,,12/06/05,0,90,-1
King Kong,03:20:08,200,,207000000,Adventure ;Drama ;Action ;,en,WingNut Films ;Universal Pictures ;Big Primate Pictures ;MFPV Film ;,12/14/05,550000000,187,13
Fun with Dick and Jane,01:26:19,86,,100000000,Comedy ;,en,Imagine Entertainment ;Columbia Pictures Corporation ;JC  ;Entertainment ;,12/21/05,202026112,90,-4
Rumor Has It...,01:36:45,96,,70000000,Comedy ;,en,Village Roadshow Pictures ;Section Eight ;Spring Creek Productions ;Warner Bros ;,12/23/05,88933562,97,-1
The Producers,02:14:24,134,,45000000,Comedy ;Music ;,en,Sony Pictures ;Gaumont Columbia Tristar Films ;,12/25/05,38058335,134,0
The Sisterhood of the Traveling Pants,01:58:38,118,,25000000,Drama ;Comedy ;,en,DiNovi Pictures ;Alcon Entertainment ;Alloy Entertainment ;,01/05/06,39053061,119,-1
The Break-Up,01:46:27,106,,52000000,Romance ;Comedy ;,en,Universal Pictures ;Mosaic Media Group ;Wild West Picture Show Productions ;,01/06/06,204999686,106,0
Knocked Up,02:03:53,123,,30000000,Comedy ;Romance ;Drama ;,en,Universal Pictures ;Apatow Productions ;,01/07/06,219076518,129,-6
Gracie,01:36:42,96,,9000000,Drama ;,en,Elevation Filmworks ;Ursa Major Films LLC ;,01/07/06,2955039,97,-1
The Proposal,01:47:47,107,,40000000,Comedy ;Romance ;Drama ;,en,Touchstone Pictures ;Mandeville Films ;Kurtzman ;Orci ;,01/09/06,317375031,108,-1
The BFG,01:57:13,117,10/14/16,140000000,Adventure ;Family ;Fantasy ;,en,Walt Disney Pictures ;Amblin Entertainment ;Reliance Entertainment ;Kennedy ;Marshall Company ;The ;Walden Media ;,01/16/06,183345589,120,-3
High School Musical,01:37:52,97,,4200000,Comedy ;Drama ;Family ;Music ;Movie ;,en,Disney Channel ;,01/20/06,0,98,-1
Atlantis: The Lost Empire,01:31:47,91,,120000000,Animation ;Family ;Adventure ;Science ;Fiction ;,en,Walt Disney Pictures ;Walt Disney Feature Animation ;,02/01/06,186053725,95,-4
Cinderella Man,02:24:21,144,,88000000,Romance ;Drama ;History ;,en,Miramax Films ;Imagine Entertainment ;Universal Pictures ;Parkway Pictures  ;Touchstone Pictures ;,02/05/06,108539911,144,0
Flight World War II,01:25:12,85,,0,Action ;Science ;Fiction ;War ;,en,The Asylum ;,02/15/06,0,90,-5
Eight Below,02:00:24,120,4/21/06,40000000,Adventure ;Drama ;Family ;,en,Walt Disney Pictures ;Spyglass Entertainment ;Vertigo Entertainment ;Kennedy ;Marshall Company ;The ;Mandeville Films ;Winking Productions ;,02/17/06,120455994,120,0
The Fast and the Furious: Tokyo Drift,01:44:13,104,,85000000,Action ;Crime ;Drama ;Thriller ;,en,Universal Pictures ;,03/06/06,158468292,104,0
Entourage,01:35:14,95,,30000000,Comedy ;,en,Warner Bros ;Closest to the Hole Productions ;,03/15/06,49263404,104,-9
V for Vendetta,02:11:45,131,,54000000,Action ;Thriller ;Fantasy ;,en,Studio Babelsberg ;DC Comics ;Virtual Studios ;Anarchos Productions ;Silver Pictures ;Warner Bros ;Medienboard Berlin ;Brandenburg ;Babelsberg Film ;,03/15/06,132511035,132,-1
Approaching the Unknown,01:26:35,86,3/16/06,0,Thriller ;Drama ;Science ;Fiction ;,en,Productions ;Loveless ;TideRock Films ;Rooftop Films ;,03/16/06,0,90,-4
Inside Man,02:08:35,128,,45000000,Crime ;Drama ;Thriller ;,en,Imagine Entertainment ;Universal Pictures ;Acres  ;A Mule Filmworks ;,03/23/06,184376254,129,-1
Get Him to the Greek,01:53:51,113,,40000000,Comedy ;,en,Universal Pictures ;Spyglass Entertainment ;Relativity Media ;Apatow Productions ;,04/10/06,90029656,109,4
Scary Movie 4,01:29:32,89,,45000000,Comedy ;,en,Dimension Films ;,04/13/06,178262620,83,6
Mammoth,01:26:31,86,,0,Action ;Comedy ;Science ;Fiction ;Horror ;,en,Sci ;Fi Channel ;,04/22/06,0,90,-4
Inside Out,01:29:14,89,null,0,Drama ;Mystery ;Thriller ;,en,Shoreline Entertainment ;,04/22/06,0,90,-1
Akeelah and the Bee,01:48:14,108,,8000000,Drama ;,en,Lions Gate Films ;Productions ;Out of the Blue ;Entertainment ;Starbucks Entertainment ;Cinema Gypsy Productions ;,04/28/06,18948425,112,-4
2 Fast 2 Furious,01:47:41,107,,76000000,Action ;Crime ;Thriller ;,en,Mikona Productions GmbH  ;Co ;KG ;Universal Pictures ;Original Film ;Ardustry Entertainment ;,05/03/06,236350661,107,0
Land of the Lost,01:41:40,101,,100000000,Adventure ;Comedy ;Science ;Fiction ;,en,Universal Pictures ;Mosaic Media Group ;Relativity Media ;Sid  ;Marty Krofft Pictures ;,05/09/06,68688831,102,-1
The Hangover,01:45:14,105,,35000000,Comedy ;,en,Legendary Pictures ;Green Hat Films ;Warner Bros ;IFP Westcoast Erste ;,05/09/06,459270619,100,5
Jersey Boys,02:14:17,134,,40000000,Music ;Drama ;,en,Warner Bros ;,05/14/06,67347013,134,0
Bug,01:38:14,98,,4000000,Horror ;Thriller ;,en,Lions Gate Films ;Production ;DMK Mediafonds International ;,05/19/06,8059140,102,-4
Hollow Man II,01:30:59,90,,0,Horror ;Action ;Thriller ;Science ;Fiction ;,en,Destination Films ;Red Wagon Entertainment ;Frontera Productions ;,05/23/06,0,91,-1
Marie Antoinette,01:59:04,119,,40000000,Drama ;History ;,en,American Zoetrope; Columbia Pictures Corporation; Pricel; Tohokushinsha Film; Commission du Film France; Commission du Film ©À?le-de-France,05/24/06,60474340,123,-4
X-Men: The Last Stand,01:44:04,104,9/8/06,210000000,Adventure ;Action ;Science ;Fiction ;Thriller ;,en,Ingenious Film Partners ;Twentieth Century Fox Film Corporation ;Donners ;Company ;Dune Entertainment ;Major Studio Partners ;Bad Hat Harry Productions ;Marvel Enterprises ;Canada Productions ;US Productions ;XM ;Service ;,05/24/06,459359555,104,0
The Omen,01:45:15,105,,25000000,Drama ;Horror ;Thriller ;,en,Twentieth Century Fox Film Corporation ;Mediaworks ;,06/06/06,119188334,110,-5
The Lake House,01:38:33,98,,40000000,Romance ;Drama ;Mystery ;,en,Village Roadshow Pictures ;Vertigo Entertainment ;Sound for Film ;Warner Bros ;,06/16/06,114830111,99,-1
The Mummy,02:04:45,124,,125000000,Thriller ;Action ;Adventure ;,en,Universal Pictures ;Sean Daniel Company ;Secret Hideout ;,06/17/06,407778013,110,14
Pirates of the Caribbean: Dead Man's Chest,02:30:39,150,,200000000,Adventure ;Fantasy ;Action ;,en,Walt Disney Pictures ;Jerry Bruckheimer Films ;Second Mate Productions ;,06/20/06,1065659812,151,-1
Click,01:42:59,102,4/20/07,82500000,Comedy ;Drama ;Fantasy ;Romance ;,en,Original Film ;Columbia Pictures Corporation ;Revolution Studios ;Happy Madison Productions ;,06/22/06,237681299,107,-5
I'll Always Know What You Did Last Summer,01:28:18,88,,0,Horror ;,en,Screen Gems ;,06/24/06,0,92,-4
Deliver Us from Evil,01:43:05,103,,0,Crime ;Documentary,en,Disarming Films,06/24/06,201275,101,2
Superman Returns,02:34:19,154,7/11/06,270000000,Adventure ;Fantasy ;Action ;Science ;Fiction ;,en,DC Comics ;Legendary Pictures ;Warner Bros ;Bad Hat Harry Productions ;,06/28/06,391081192,154,0
Swordfish,01:37:42,97,,102000000,Action ;Crime ;Thriller ;,en,Village Roadshow Pictures ;NPV Entertainment ;Silver Pictures ;Warner Bros ;Jonathan Krane Group ;,07/01/06,147080413,99,-2
Divine Secrets of the Ya-Ya Sisterhood,01:51:44,111,,27000000,Comedy ;Drama ;Romance ;,en,All Girl Productions ;Gaylord Productions ;,07/02/06,0,116,-5
Hellraiser: Deader,01:15:07,75,,4000000,Horror ;Mystery ;Thriller ;,en,Castel Film Romania ;Neo Art  ;Logic ;Stan Winston Productions ;Dimension Films ;,07/05/06,0,88,-13
Ocean's Thirteen,02:02:09,122,,85000000,Crime ;Thriller ;,en,Village Roadshow Pictures ;Section Eight ;Jerry Weintraub Productions ;Warner Bros ;,07/07/06,311312624,122,0
"You, Me and Dupree",01:49:23,109,,54000000,Comedy ;Romance ;,en,Universal Pictures ;Kaplan ;Perrone Entertainment ;MMCB Film Produktion  ;,07/14/06,130431368,108,1
Independents' Day,01:31:30,91,7/16/06,500000,Action ;Science ;Fiction ;,en,Asylum ;The ;Slightly Distorted Productions ;,07/16/06,0,91,0
Lady in the Water,01:49:39,109,,75000000,Drama ;Thriller ;Fantasy ;Mystery ;,en,Legendary Pictures ;Warner Bros ;Blinding Edge Pictures ;,07/21/06,42285169,110,-1
Monster House,01:30:38,90,,75000000,Animation ;Comedy ;Family ;Fantasy ;,en,Columbia Pictures ;Amblin Entertainment ;Sony Pictures Animation ;Sony Pictures Entertainment ;ImageMovers ;,07/21/06,140175006,91,-1
Little Miss Sunshine,01:38:03,98,,8000000,Comedy ;Drama ;,en,Fox Searchlight Pictures ;Bona Fide Productions ;Big Beach Films ;,07/26/06,100523181,102,-4
Miami Vice,02:07:38,127,11/3/06,135000000,Action ;Adventure ;Crime ;Thriller ;,en,Universal Pictures ;Forward Pass ;Motion Picture ETA Produktionsgesellschaft ;Foqus Arte Digital ;Metropolis Films ;,07/27/06,163794509,134,-7
The Ant Bully,01:29:03,89,,50000000,Fantasy ;Adventure ;Animation ;Comedy ;Family ;,en,Playtone ;Warner Bros ;Legendary Entertainment ;DNA Productions ;,07/27/06,55181129,88,1
Evolution,01:41:40,101,,80000000,Action ;Comedy ;Science ;Fiction ;,en,DreamWorks SKG ;Columbia Pictures Corporation ;Montecito Picture Company ;The ;,08/01/06,98376292,101,0
Cars,01:56:34,116,8/22/06,120000000,Animation ;Adventure ;Comedy ;Family ;,en,Walt Disney Pictures ;Pixar Animation Studios ;,08/06/06,461983149,117,-1
Surf's Up,01:25:29,85,,85000000,Animation ;Comedy ;Family ;,en,Columbia Pictures ;Sony Pictures Animation ;,08/07/06,149044513,85,0
A Perfect Getaway,01:33:01,93,,14000000,Thriller ;Mystery ;Adventure ;,en,Davis Entertainment ;Relativity Media ;Rogue ;QED International ;Tooley Productions ;,08/09/06,22852638,98,-5
Super 8,01:51:48,111,,50000000,Thriller ;Science ;Fiction ;Mystery ;,en,Paramount Pictures ;Amblin Entertainment ;Bad Robot ;O Camera Toys ;,08/11/06,260095987,112,-1
The Illusionist,01:48:56,108,9/1/06,40000000,Fantasy ;Drama ;Thriller ;Romance ;,en,Michael London Productions ;Stillking Films ;Bob Yari Productions ;Bull ;Eye Entertainment ;Contagious Entertainment ;,08/18/06,86915017,110,-2
Accepted,01:32:56,92,,23000000,Comedy ;,en,Universal Pictures ;Shady Acres Entertainment ;,08/18/06,38505009,93,-1
Hollywoodland,02:06:10,126,,0,Drama ;Thriller ;Crime ;,en,Focus Features ;,08/31/06,16803753,126,0
Hollywood Homicide,01:51:06,111,,75000000,Action ;Adventure ;Comedy ;Thriller ;,en,Columbia Pictures ;Revolution Studios ;,09/03/06,51142659,116,-5
Evan Almighty,01:35:41,95,,175000000,Fantasy ;Comedy ;Family ;,en,Columbia Pictures ;Universal Pictures ;Spyglass Entertainment ;Shady Acres Entertainment ;Original Film ;Playtone ;Relativity Media ;,09/07/06,173000000,96,-1
Seraphim Falls,01:50:22,110,,18000000,Western ;Drama ;,en,Icon Productions ;,09/13/06,1196307,115,-5
Gridiron Gang,02:05:17,125,,30000000,Action ;Adventure ;Crime ;Drama ;,en,Columbia Pictures ;,09/15/06,41480851,125,0
Jurassic World,02:04:26,124,10/15/06,150000000,Action ;Adventure ;Science ;Fiction ;Thriller ;,en,Universal Studios ;Amblin Entertainment ;Legendary Pictures ;Fuji Television Network ;Dentsu ;,09/15/06,1513528810,124,0
Megan Leavey,01:55:53,115,11/18/05,0,Drama ;War ;,en,LD Entertainment ;Calle Cruzada ;,09/17/06,0,116,-1
Flyboys,02:18:45,138,9/22/06,60000000,Action ;Adventure ;Drama ;History ;Romance ;War ;,en,Ingenious Film Partners ;Electric Entertainment ;Skydance Productions ;Flyboys Films ;,09/22/06,17800000,140,-2
Children of Men,01:49:01,109,,76000000,Drama ;Action ;Thriller ;Science ;Fiction ;,en,Universal Pictures ;Strike Entertainment ;Hit  ;Run Productions ;,09/22/06,69959751,109,0
Delirious,01:32:37,92,,0,Comedy ;Drama ;Romance ;,en,Peace Arch Entertainment Group ;Artina Films ;Thema Production ;,09/26/06,0,107,-15
Open Season,01:26:13,86,9/29/06,85000000,Adventure ;Animation ;Family ;,en,Sony Pictures Animation ;,09/29/06,197309027,83,3
The Stepford Wives,01:33:05,93,,90000000,Action ;Comedy ;Science ;Fiction ;,en,Paramount Pictures ;De Line Pictures ;DreamWorks Pictures ;,10/04/06,102000000,93,0
Batman Begins,02:20:02,140,6/29/05,150000000,Action ;Crime ;Drama ;,en,DC Comics ;Legendary Pictures ;Warner Bros ;DC Entertainment ;Syncopy ;Patalex III Productions Limited ;,10/05/06,374218673,140,0
The A-Team,01:53:09,113,,110000000,Thriller ;Action ;Adventure ;Comedy ;Crime ;,en,Ingenious Film Partners ;Twentieth Century Fox Film Corporation ;Dune Entertainment ;Scott Free Productions ;Top Cow Productions ;Stephen J ;Cannell Productions ;Big Screen Productions ;Phoenix Film Partners ;,10/10/06,177238796,117,-4
Shanghai,01:47:28,107,6/17/10,50000000,Drama ;Mystery ;Romance ;,en,Living Films ;Weinstein Company ;The ;Phoenix Pictures ;TWC Asian Film Fund ;,10/10/06,0,105,2
Be Somebody,01:23:30,83,,0,Drama ;Comedy ;Romance ;,en,,10/16/06,0,88,-5
Flags of Our Fathers,02:11:30,131,,90000000,War ;Drama ;History ;,en,DreamWorks SKG ;Amblin Entertainment ;Malpaso Productions ;Warner Bros ;,10/18/06,65900249,132,-1
The Prestige,02:10:29,130,,40000000,Drama ;Mystery ;Thriller ;,en,Warner Bros ;Touchstone Pictures ;Syncopy ;,10/19/06,109676311,130,0
The Ultimate Gift,01:57:06,117,,0,Romance ;Drama ;Family ;,en,The Ultimate Gift LLC ;Dean River Productions ;,10/20/06,0,114,3
Gone,01:34:58,94,1/25/13,0,Crime ;Drama ;Horror ;Mystery ;Thriller ;,en,WT ;Productions ;,10/26/06,0,88,6
Lara Croft: Tomb Raider,01:40:32,100,,115000000,Adventure ;Fantasy ;Action ;Thriller ;,en,Paramount Pictures ;Toho ;Towa ;Mutual Film Company ;Lawrence Gordon Productions ;British Broadcasting Corporation  ;BBC ;Marubeni ;Eidos Interactive ;,11/01/06,274703340,100,0
Napoleon Dynamite,01:25:51,85,6/11/04,400000,Comedy ;,en,Paramount Pictures ;Fox Searchlight Pictures ;MTV Films ;Access Films ;Napoleon Pictures Limited ;Carnival Films ;,11/04/06,46118097,95,-10
The Chronicles of Riddick,02:14:06,134,,105000000,Action ;Science ;Fiction ;,en,One Race Films ;Radar Pictures ;,11/04/06,115772733,119,15
The Taking of Pelham 1 2 3,01:44:45,104,,100000000,Thriller ;Drama ;Crime ;,en,Columbia Pictures ;Escape Artists ;Scott Free Productions ;Relativity Media ;Metro ;Goldwyn ;Mayer  ;MGM ;,11/09/06,150166126,106,-2
Cars 2,01:46:16,106,8/24/11,200000000,Animation ;Family ;Adventure ;Comedy ;,en,Walt Disney Pictures ;Pixar Animation Studios ;,11/11/06,559852396,106,0
The Incredible Hulk,01:52:15,112,8/20/08,150000000,Science ;Fiction ;Action ;Adventure ;,en,Universal Pictures ;Marvel Studios ;Valhalla Motion Pictures ;MVL Incredible Productions ;,12/08/06,163712074,114,-2
Superman vs. The Elite,01:14:09,74,,3500000,Animation ;Action ;,en,DC Comics ;Warner Bros ;Animation ;Warner Premiere ;,12/12/06,0,76,-2
Man of Steel,02:23:02,143,6/20/13,225000000,Action ;Adventure ;Fantasy ;Science ;Fiction ;,en,Legendary Pictures ;Warner Bros ;DC Entertainment ;Syncopy ;Cruel and Unusual Films ;,12/13/06,662845518,143,0
The Pursuit of Happyness,01:56:55,116,1/17/08,55000000,Drama ;,en,Columbia Pictures Corporation ;Escape Artists ;Relativity Media ;Overbrook Entertainment ;,12/14/06,307077295,117,-1
Eragon,01:44:00,104,4/6/07,100000000,Fantasy ;Action ;Adventure ;Family ;,en,Ingenious Film Partners ;Twentieth Century Fox Film Corporation ;Dune Entertainment ;Major Studio Partners ;Fox  ;Pictures ;Davis Entertainment ;Mid Atlantic Films ;,12/14/06,249288105,104,0
Supremacy,01:48:18,108,,0,Crime ;Drama ;,en,Media House Capital ;,12/14/06,0,97,11
Charlotte's Web,01:33:00,93,,85000000,Comedy ;Family ;Fantasy ;,en,Paramount Pictures ;Kerner Entertainment Company ;,12/15/06,144000000,97,-4
Factory Girl,01:39:45,99,,7000000,Drama ;,en,The Weinstein Company ;Production ;Holly Wiersma Productions ;,12/29/06,0,90,9
Hancock,01:28:20,88,7/2/08,150000000,Fantasy ;Action ;,en,Columbia Pictures ;Weed Road Pictures ;Forward Pass ;Relativity Media ;Overbrook Entertainment ;Blue Light ;GH Three ;,01/08/07,624029371,92,-4
The Mummy: Tomb of the Dragon Emperor,01:51:18,111,9/2/08,145000000,Adventure ;Action ;Fantasy ;,en,Universal Pictures ;China Film Co ;Production Corporation ;Relativity Media ;Alphaville Films ;Sommers Company ;The ;,01/08/07,401128639,112,-1
Public Enemies,02:20:04,140,,80000000,Drama ;Crime ; History ;,en,Universal Pictures; Appian Way; Forward Pass; Dentsu; Relativity Media; Tribeca Productions ; Misher Films ;,1/9/07,214104620,140,0
Rocket Science,01:36:12,96,,0,Comedy ;Drama ;,en,HBO Films ;W B I Films ;Rocket Science Inc ;Duly Noted ;,01/19/07,0,101,-5
The Hitcher,01:23:49,83,,10000000,Action ;Horror ;Crime ;,en,Intrepid Pictures ;Focus Films ;Platinum Dunes ;,01/19/07,25399945,84,-1
Chapter 27,01:16:41,76,,0,Drama ;,en,Peace Arch Entertainment Group ;Artina Films ;,01/25/07,0,84,-8
Final Fantasy: The Spirits Within,01:45:56,105,,137000000,Adventure ;Action ;Animation ;Fantasy ;Science ;Fiction ;Thriller ;,en,Columbia Pictures ;Square USA ;Chris Lee Productions ;,02/01/07,85131830,106,-1
Terminator 3: Rise of the Machines,01:48:02,108,8/29/03,200000000,Action ;Thriller ;Science ;Fiction ;,en,Columbia Pictures ;Intermedia Films ;Warner Bros ;Pictures ;IMF Internationale Medien und Film GmbH  ;Co ;Produktions KG ;Mostow ;Lieberman Productions ;,02/03/07,435000000,109,-1
Kill Speed,01:51:47,111,,0,Crime ;Action ;Thriller ;,en,Bass Entertainment Pictures ;,02/10/07,0,113,-2
Tammy,01:36:42,96,,20000000,Comedy ;,en,New Line Cinema ;Gary Sanchez Productions ;,02/14/07,100525432,97,-1
Ghost Rider,02:03:23,123,6/2/07,110000000,Thriller ;Action ;Fantasy ;Horror ;,en,Columbia Pictures Corporation ;Relativity Media ;Michael De Luca Productions ;Marvel Enterprises ;Crystal Sky Pictures ;GH One ;Vengeance Productions Pty ;Ltd ;,02/16/07,228738393,114,9
Men in Black II,01:28:06,88,,140000000,Action ;Adventure ;Comedy ;Science ;Fiction ;,en,Columbia Pictures ;Amblin Entertainment ;Columbia Pictures Corporation ;Parkes ;MacDonald Image Nation ;,03/02/07,441818803,88,0
Mamma Mia!,01:48:34,108,,52000000,Comedy ;Romance ;,en,Universal Pictures ;Internationale Filmproduktion Richter ;Playtone ;Relativity Media ;Littlestar ;,03/08/07,609841637,108,0
Predators,01:42:27,102,7/7/10,40000000,Action ;Science ;Fiction ;Adventure ;Thriller ;,en,Twentieth Century Fox Film Corporation ;Davis Entertainment ;Dune Entertainment III ;Troublemaker Studios ;,03/10/07,126248813,107,-5
I-Lived,01:33:24,93,null,0,Horror ;Mystery ;Thriller ;,en,Bleiberg Entertainment ;Ministry of Content ;,03/15/07,0,97,-4
Dead Silence,01:31:13,91,,20000000,Horror ;,en,Universal Pictures ;Twisted Pictures ;Evolution Entertainment ;,03/16/07,22217407,89,2
Shooter,02:05:41,125,5/11/07,61000000,Action ;Drama ;Mystery ;Thriller ;Crime ;,en,Paramount Pictures ;Di Bonaventura Pictures ;Grosvenor Park Impact Productions ;,03/22/07,95696996,124,1
Meet the Robinsons,01:30:28,90,,150000000,Animation ;Comedy ;Family ;,en,Walt Disney Pictures ;Walt Disney Animation Studios ;,03/23/07,169332978,95,-5
Reign Over Me,01:59:21,119,,20000000,Drama ;,en,Columbia Pictures ;Happy Madison Productions ;Sunlight Productions ;Relativity Media ;Madison  ;,03/23/07,22222308,124,-5
TMNT,01:26:50,86,5/18/07,34000000,Adventure ;Animation ;Comedy ;Family ;,en,The Weinstein Company ;Imagi Animation Studios ;Warner Bros ;Mirage Studios ;Imagi Production ;,03/23/07,95608995,90,-4
The Hawk Is Dying,01:45:48,105,,0,Drama ;,en,Antidote Films  ;,03/30/07,0,112,-7
Blades of Glory,01:29:20,89,,53000000,Action ;Comedy ;Drama ;,en,DreamWorks ;,03/30/07,0,93,-4
Scary Movie 2,01:14:55,74,,45000000,Comedy ;,en,Gold ;Miller Productions ;Wayans Bros ;Entertainment ;Dimension Films ;Brad Grey Pictures ;,04/01/07,141220678,83,-9
